Id de evento;Tipo;Fecha Evento;Título evento;Descripcion y Resumen Evento;Categorias;Subcategorias;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Departmento;Municipio;Latitud;Longitud;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente
1424;Violencia;2024-05-02T00:00:00;Homicidio en la vereda Las Acacias en Orito, Putumayo;.Putumayo-Orito-jueves 2 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;Si;No;No;Putumayo;Orito;0.666111111;-76.87083333;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45414;Prensa;Mi Putumayo;https://www.facebook.com/photo?fbid=122142761522192869&set=a.122094848636192869
1425;Violencia;2024-05-06T00:00:00;Homicidio selectivo en el municipio de Trujillo;.Valle Del Cauca-Trujillo-Monday, May 6, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Trujillo;4.211388889;-76.32027778;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45418;Facebook;Al Punto;https://www.facebook.com/photo?fbid=974880781311894&set=a.463958439070800
1426;Violencia;2024-05-04T00:00:00;Homicidio selectivo en el municipio de Tuluá;.Valle Del Cauca-Tulúa-Saturday, May 4, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Tuluá;4.084722222;-76.19861111;2;Masculino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Desconocido;45416;Facebook;Al Punto;https://www.facebook.com/photo?fbid=973570808109558&set=a.463958439070800
1427;Violencia;2024-05-01T00:00:00;Combates en Caloto Cauca;.Cauca,Cauca,Cauca-Caloto,Caloto,Caloto-miércoles 1 mayo 2024;Acciones armadas;Combates;No;No;No;Cauca;Caloto;3.035555556;-76.40777778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45413;Radio;La W;https://www.wradio.com.co/2024/05/02/continuan-los-desplazamientos-por-combates-en-el-norte-del-cauca/
1428;Violencia;2024-05-02T00:00:00;Atacaron al Ejército con drones cargados con explosivos en Argelia, Cauca;.Cauca-Argelia-jueves 2 mayo 2024;Acciones armadas;Hostigamiento;No;No;No;Cauca;Argelia;2.255833333;-77.24916667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;periodicovirtual.com;https://periodicovirtual.com/atacaron-al-ejercito-con-drones-cargados-con-explosivos-en-argelia-cauca/
1429;Violencia;2024-05-02T00:00:00;Atacaron al Ejército con drones cargados con explosivos en Argelia, Cauca;.Cauca-Argelia-jueves 2 mayo 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Cauca;Argelia;2.255833333;-77.24916667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;periodicovirtual.com;https://periodicovirtual.com/atacaron-al-ejercito-con-drones-cargados-con-explosivos-en-argelia-cauca/
1430;Violencia;2024-05-02T00:00:00;Tres disidentes dados de baja en Argelia, Cauca;.Cauca-Argelia-jueves 2 mayo 2024;Acciones armadas;Combates;No;No;No;Cauca;Argelia;2.255833333;-77.24916667;3;Desconocido;0;Combatiente;Sin información;Población en general;Desconocido;Muerto;Civil;45414;Prensa;periodicovirtual.com;https://periodicovirtual.com/tres-disidentes-dados-de-baja-en-argelia-cauca/
1431;Violencia;2024-05-02T00:00:00;cerca 600 personas que se encuentran confinadas y a punto de desplazarse por el conflicto armado en la Sierra Nevada;.Magdalena-Ciénaga-jueves 2 mayo 2024;Acciones armadas;Combates;No;No;No;Magdalena;Ciénaga;11.00666667;-74.24666667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;2024-05-02, 2024-05-01;Radio, Equipos Locales de Coordinación - ELC;Canal RCN , ELC La Guajira;https://www.rcnradio.com/colombia/caribe/reportan-enfrentamientos-entre-el-clan-del-golfo-y-los-pachencas-en-la-sierra
1432;Violencia;2024-05-02T00:00:00;cerca 600 personas que se encuentran confinadas y a punto de desplazarse por el conflicto armado en la Sierra Nevada;.Magdalena-Ciénaga-jueves 2 mayo 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;No;No;Magdalena;Ciénaga;11.00666667;-74.24666667;600;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;2024-05-02, 2024-05-01;Radio, Equipos Locales de Coordinación - ELC;Canal RCN , ELC La Guajira;https://www.rcnradio.com/colombia/caribe/reportan-enfrentamientos-entre-el-clan-del-golfo-y-los-pachencas-en-la-sierra
1433;Violencia;2024-05-02T00:00:00;cerca 600 personas que se encuentran confinadas y a punto de desplazarse por el conflicto armado en la Sierra Nevada;.Magdalena-Ciénaga-jueves 2 mayo 2024;Desplazamiento forzado;Desplazamientos masivos;No;No;No;Magdalena;Ciénaga;11.00666667;-74.24666667;600;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;2024-05-02, 2024-05-01;Radio, Equipos Locales de Coordinación - ELC;Canal RCN , ELC La Guajira;https://www.rcnradio.com/colombia/caribe/reportan-enfrentamientos-entre-el-clan-del-golfo-y-los-pachencas-en-la-sierra
1434;Violencia;2024-05-02T00:00:00;Mujer fue asesinada en Miranda, Cauca;.Cauca-Miranda-jueves 2 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Miranda;3.250277778;-76.22861111;1;Femenino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45414;Prensa;periodicovirtual.com;https://periodicovirtual.com/diana-carolina-ortiz-mesa-fue-asesinada-en-miranda-cauca/
1435;Violencia;2024-05-03T00:00:00;Otros tres alzados en armas perdieron la vida tras combates en Argelia, Cauca;.Cauca-Argelia-viernes 3 mayo 2024;Acciones armadas;Combates;No;Si;No;Cauca;Argelia;2.255833333;-77.24916667;3;Desconocido;0;Combatiente;Sin información;Población en general;Desconocido;Muerto;Actor Armado no Estatal;45415;Prensa;periodicovirtual.com;https://periodicovirtual.com/tres-alzados-en-armas-perdieron-la-vida-tras-combates-en-argelia-cauca/
1436;Violencia;2024-05-03T00:00:00;Otros tres alzados en armas perdieron la vida tras combates en Argelia, Cauca;.Cauca-Argelia-viernes 3 mayo 2024;Ataques contra la población civil;Desvinculación de menores de edad;No;Si;No;Cauca;Argelia;2.255833333;-77.24916667;1;Femenino;0;Otro;Sin información;Población en general;Menor de 18 años;No aplica;Civil;45415;Prensa;periodicovirtual.com;https://periodicovirtual.com/tres-alzados-en-armas-perdieron-la-vida-tras-combates-en-argelia-cauca/
1437;Violencia;2024-05-03T00:00:00;Otros tres alzados en armas perdieron la vida tras combates en Argelia, Cauca;.Cauca-Argelia-viernes 3 mayo 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;Si;No;Cauca;Argelia;2.255833333;-77.24916667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45415;Prensa;periodicovirtual.com;https://periodicovirtual.com/tres-alzados-en-armas-perdieron-la-vida-tras-combates-en-argelia-cauca/
1438;Violencia;2024-05-04T00:00:00;Cuatro militares que pierden la vida en los combates con las disidencias de las Farc en el Cauca;.Cauca-Argelia-sábado 4 mayo 2024;Acciones armadas;Combates;No;No;No;Cauca;Argelia;2.255833333;-77.24916667;4;Masculino;0;Funcionario (a) Público(a);Sin información;Población en general;Mayor de 18 años;Muerto;Militar;45416;Prensa;periodicovirtual.com;https://periodicovirtual.com/ya-son-cuatro-militares-que-pierden-la-vida-en-los-combates-con-las-disidencias-de-las-farc-en-el-cauca/
1439;Violencia;2024-05-06T00:00:00;Reportan la desaparición de cuatro niños indígenas en Santander de Quilichao, Cauca;.Cauca-Santander De Quilichao-lunes 6 mayo 2024;Ataques contra la población civil;Reclutamiento, vinculación y utilización de menores;No;Si;No;Cauca;Santander de Quilichao;3.008333333;-76.48388889;4;Masculino;0;Otro;Indígena-Nasa;Población en general;Menor de 18 años;Desconocido;Civil;45418;Prensa;periodicovirtual.com;https://periodicovirtual.com/reportaron-la-desaparicion-de-cuatro-ninos-indigenas-en-santander-de-quilichao-cauca/
1440;Violencia;2024-05-03T00:00:00;Accidente MAP en la vereda Las Piedras en Cumbitara - Nariño;.Nariño-Cumbitara-viernes 3 mayo 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Nariño;Cumbitara;1.647777778;-77.57833333;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Herido;Civil;45418;Entidad Pública;Alcaldía;Sin Enlace
1441;Violencia;2024-05-03T00:00:00;Accidente MAP en la vereda Las Piedras en Cumbitara - Nariño;.Nariño-Cumbitara-viernes 3 mayo 2024;Restricción al acceso humanitario;Presencia de Minas Antipersonales (MAP) y Municiones Sin Explotar (MUSE);No;No;No;Nariño;Cumbitara;1.647777778;-77.57833333;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45418;Entidad Pública;Alcaldía;Sin Enlace
1442;Violencia;2024-05-07T00:00:00;Integrante de la Mesa Minera Segovia- Remedios fue víctima de un atentado;.Antioquia-Remedios-martes 7 mayo 2024;Ataques contra la población civil;Atentado;No;No;No;Antioquia;Remedios;7.0275;-74.69388889;1;Masculino;0;Lider(esa) Social;Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45420;Radio;Caracol;https://caracol.com.co/2024/05/08/integrante-de-la-mesa-minera-segovia-remedios-fue-victima-de-un-atentado/
1443;Violencia;2024-05-03T00:00:00;Desplazamiento de tres comunidades indígenas Emberá Eyabida a cabecera municipal de Cértegui (Chocó);.Chocó-Cértegui-viernes 3 mayo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Chocó;Cértegui;5.371111111;-76.60611111;56;Masculino;0;Desconocida;Indígena-Emberá;Población en general;Mayor de 18 años;No aplica;Civil;45415;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
1444;Violencia;2024-05-03T00:00:00;Desplazamiento de tres comunidades indígenas Emberá Eyabida a cabecera municipal de Cértegui (Chocó);.Chocó-Cértegui-viernes 3 mayo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Chocó;Cértegui;5.371111111;-76.60611111;67;Femenino;76;Desconocida;Indígena-Emberá;Población en general;Mayor de 18 años;No aplica;Civil;45415;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
1445;Violencia;2024-05-03T00:00:00;Desplazamiento de tres comunidades indígenas Emberá Eyabida a cabecera municipal de Cértegui (Chocó);.Chocó-Cértegui-viernes 3 mayo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Chocó;Cértegui;5.371111111;-76.60611111;76;Masculino;0;Desconocida;Indígena-Emberá;Población en general;Menor de 18 años;No aplica;Civil;45415;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
1446;Violencia;2024-05-03T00:00:00;Desplazamiento de tres comunidades indígenas Emberá Eyabida a cabecera municipal de Cértegui (Chocó);.Chocó-Cértegui-viernes 3 mayo 2024;Desplazamiento forzado;Desplazamientos masivos;No;Si;No;Chocó;Cértegui;5.371111111;-76.60611111;80;Femenino;0;Desconocida;Indígena-Emberá;Población en general;Menor de 18 años;No aplica;Civil;45415;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
1447;Violencia;2024-05-03T00:00:00;Desplazamiento de tres comunidades indígenas Emberá Eyabida a cabecera municipal de Cértegui (Chocó);.Chocó-Cértegui-viernes 3 mayo 2024;Acciones armadas;Incursión;No;Si;No;Chocó;Cértegui;5.371111111;-76.60611111;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45415;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
1448;Violencia;2024-05-01T00:00:00;Ataque contra estación de policia con artefactos explosivos;.Guaviare-Calamar-miércoles 1 mayo 2024;Acciones armadas;Ataque a infraestructura militar / policial;No;No;No;Guaviare;Calamar;1.961111111;-72.65277778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;Noticiero del Llano;https://noticierodelllano.com/atentado-contra-la-policia-en-calamar-alcalde-decreto-toque-de-queda/
1449;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1450;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Restricción al acceso humanitario;Presencia de Minas Antipersonales (MAP) y Municiones Sin Explotar (MUSE);No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1451;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;19;Femenino;0;Sin Información;Sin información;Población en general;Menor de 18 años;No aplica;Civil;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1452;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;30;Masculino;0;Sin Información;Sin información;Población en general;Menor de 18 años;No aplica;Civil;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1453;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;45;Femenino;44;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1454;Violencia;2024-05-01T00:00:00;Restricciones a la movilidad en las veredas Las Piedras y San José del Bijao de Cumbitara - Nariño;.Nariño,Nariño-Cumbitara,Cumbitara-miércoles 1 mayo 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;Si;No;Nariño;Cumbitara;1.647777778;-77.57833333;69;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45419;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
1455;Violencia;2024-05-03T00:00:00;Fallece un hombre tras colapso de puente en Piñalito;.Meta-Vista Hermosa-viernes 3 mayo 2024;Restricción al acceso humanitario;Ambiente físico/Estado de infraestructura física;No;No;No;Meta;Vista Hermosa;3.123888889;-73.75138889;1;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45415;Radio;Blu Radio;https://www.bluradio.com/nacion/conductor-de-volqueta-murio-tras-caer-al-rio-guejar-por-colapso-de-puente-metalico-en-el-meta-rg10
1456;Violencia;2024-05-01T00:00:00;Atentado en Yopal, Casanare: ataque con granada a comercio;.Casanare-Yopal-miércoles 1 mayo 2024;Ataque a objetivos ilícitos de guerra;Ataque, ocupación o uso infraestructura y/o bienes civiles (incluye bienes culturales y religiosos);No;No;No;Casanare;Yopal;5.330555556;-72.39055556;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45413;Prensa;El Tiempo;https://www.eltiempo.com/colombia/otras-ciudades/atentados-en-casanare-alerta-por-ataque-con-granada-y-quema-de-un-bus-3339017
1457;Violencia;2024-05-01T00:00:00;Disidencias realizaron un retén ilegal y robaron una camioneta;.Huila-Aipe-miércoles 1 mayo 2024;Ataque a objetivos ilícitos de guerra;Ataque, ocupación o uso infraestructura y/o bienes civiles (incluye bienes culturales y religiosos);No;No;No;Huila;Aipe;3.221944444;-75.2375;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45413;Prensa;La Nación;https://www.lanacion.com.co/disidencias-realizaron-un-reten-ilegal-y-robaron-una-camioneta/
1458;Violencia;2024-05-01T00:00:00;Disidencias realizaron un retén ilegal y robaron una camioneta;.Huila-Aipe-miércoles 1 mayo 2024;Acciones armadas;Bloqueo de vías y/o Retén ilegal;No;No;No;Huila;Aipe;3.221944444;-75.2375;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45413;Prensa;La Nación;https://www.lanacion.com.co/disidencias-realizaron-un-reten-ilegal-y-robaron-una-camioneta/
1459;Violencia;2024-05-02T00:00:00;Doce artefactos explosivos destruidos en cuatro municipios de Chocó;.Chocó,Chocó,Chocó,Chocó-Sipí,Ríosucio,Bojaya,Istmina-jueves 2 mayo 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Chocó;Bojayá;6.523611111;-76.97444444;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;Chocó 7 días;https://choco7dias.com/doce-artefactos-explosivos-destruidos-en-dos-semanas-en-area-rural-del-choco/
1460;Violencia;2024-05-02T00:00:00;Doce artefactos explosivos destruidos en cuatro municipios de Chocó;.Chocó,Chocó,Chocó,Chocó-Sipí,Ríosucio,Bojaya,Istmina-jueves 2 mayo 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Chocó;Istmina;5.163333333;-76.68666667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;Chocó 7 días;https://choco7dias.com/doce-artefactos-explosivos-destruidos-en-dos-semanas-en-area-rural-del-choco/
1461;Violencia;2024-05-02T00:00:00;Doce artefactos explosivos destruidos en cuatro municipios de Chocó;.Chocó,Chocó,Chocó,Chocó-Sipí,Ríosucio,Bojaya,Istmina-jueves 2 mayo 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Chocó;Riosucio;7.438611111;-77.11333333;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;Chocó 7 días;https://choco7dias.com/doce-artefactos-explosivos-destruidos-en-dos-semanas-en-area-rural-del-choco/
1462;Violencia;2024-05-02T00:00:00;Doce artefactos explosivos destruidos en cuatro municipios de Chocó;.Chocó,Chocó,Chocó,Chocó-Sipí,Ríosucio,Bojaya,Istmina-jueves 2 mayo 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Chocó;Sipí;4.651666667;-76.64388889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Prensa;Chocó 7 días;https://choco7dias.com/doce-artefactos-explosivos-destruidos-en-dos-semanas-en-area-rural-del-choco/
1463;Violencia;2024-05-02T00:00:00;Disidentes de las Farc amenazan a campesinos en Huila;.Huila,Huila,Huila,Huila-La Plata,La Plata,La Plata,La Argentina-jueves 2 mayo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Huila;La Argentina;2.1975;-75.98;8000;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Radio;Blu Radio;https://www.bluradio.com/nacion/disidentes-de-las-farc-amenazan-a-campesinos-en-huila-creen-que-es-un-juego-luego-no-respondemos-rg10
1464;Violencia;2024-05-02T00:00:00;Disidentes de las Farc amenazan a campesinos en Huila;.Huila,Huila,Huila,Huila-La Plata,La Plata,La Plata,La Argentina-jueves 2 mayo 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Huila;La Plata;2.39;-75.89194444;15000;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45414;Radio;Blu Radio;https://www.bluradio.com/nacion/disidentes-de-las-farc-amenazan-a-campesinos-en-huila-creen-que-es-un-juego-luego-no-respondemos-rg10
1465;Violencia;2024-05-07T00:00:00;franquicia de las AGC serían los responsables de desmembrar a una persona y empacarla en una nevera en Magdalena;.Magdalena-Fundación-martes 7 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Magdalena;Fundación;10.51722222;-74.19222222;1;Desconocido;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45419;Prensa;La Libertad;https://diariolalibertad.com/sitio/2024/05/07/cuerpo-descuartizado-de-hombre-fue-hallado-dentro-de-cava-en-fundacion-magdalena/
1466;Violencia;2024-05-06T00:00:00;El ex candidato a la alcaldía de Miranda, Cauca, resultó gravemente herido tras ser atacado con arma de fuego;.Cauca-Miranda-lunes 6 mayo 2024;Ataques contra la población civil;Atentado;No;No;No;Cauca;Miranda;3.250277778;-76.22861111;1;Masculino;0;Candidato(a) a cargos de elección popular/ cargos públicos;Sin información;Población en general;Mayor de 18 años;Herido;Civil;45418;Prensa;periodicovirtual.com;https://periodicovirtual.com/el-ex-candidato-a-la-alcaldia-de-miranda-cauca-james-adrian-sanchez-resulto-gravemente-herido-tras-ser-atacado-con-arma-de-fuego/
1467;Violencia;2024-05-06T00:00:00;El ex candidato a la alcaldía de Miranda, Cauca, resultó gravemente herido tras ser atacado con arma de fuego;.Cauca-Miranda-lunes 6 mayo 2024;Ataques contra la población civil;Atentado;No;No;No;Cauca;Miranda;3.250277778;-76.22861111;1;Masculino;0;Otro;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45418;Prensa;periodicovirtual.com;https://periodicovirtual.com/el-ex-candidato-a-la-alcaldia-de-miranda-cauca-james-adrian-sanchez-resulto-gravemente-herido-tras-ser-atacado-con-arma-de-fuego/
1468;Violencia;2024-05-06T00:00:00;Dos soldados muertos y dos heridos dejó ataque con explosivos en Silvia, Cauca;.Cauca-Silvia-lunes 6 mayo 2024;Acciones armadas;Hostigamiento;No;No;No;Cauca;Silvia;2.610833333;-76.37888889;2;Masculino;0;Funcionario (a) Público(a);Sin información;Población en general;Mayor de 18 años;Muerto;Militar;2024-05-06, 2024-05-07;Prensa, Equipos Locales de Coordinación - ELC;periodicovirtual.com, ELC Cauca;https://www.rcnradio.com/colombia/sur/dos-soldados-muertos-y-dos-heridos-dejo-ataque-con-explosivos-en-silvia-cauca, ELC
1469;Violencia;2024-05-06T00:00:00;Dos soldados muertos y dos heridos dejó ataque con explosivos en Silvia, Cauca;.Cauca-Silvia-lunes 6 mayo 2024;Restricción al acceso humanitario;Operaciones militares y hostilidades continuas impidiendo a las operaciones humanitarias;No;No;No;Cauca;Silvia;2.610833333;-76.37888889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;2024-05-06, 2024-05-07;Prensa, Equipos Locales de Coordinación - ELC;periodicovirtual.com, ELC Cauca;https://www.rcnradio.com/colombia/sur/dos-soldados-muertos-y-dos-heridos-dejo-ataque-con-explosivos-en-silvia-cauca, ELC
1470;Violencia;2024-05-06T00:00:00;Dos soldados muertos y dos heridos dejó ataque con explosivos en Silvia, Cauca;.Cauca-Silvia-lunes 6 mayo 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Cauca;Silvia;2.610833333;-76.37888889;2;Masculino;0;Funcionario (a) Público(a);Sin información;Población en general;Mayor de 18 años;Herido;Militar;2024-05-06, 2024-05-07;Prensa, Equipos Locales de Coordinación - ELC;periodicovirtual.com, ELC Cauca;https://www.rcnradio.com/colombia/sur/dos-soldados-muertos-y-dos-heridos-dejo-ataque-con-explosivos-en-silvia-cauca, ELC
1471;Violencia;2024-05-07T00:00:00;Asesinaron a lideresa de Suárez, en Cauca;.Cauca-Suárez-martes 7 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Suárez;2.954166667;-76.69361111;1;Femenino;0;Lider(esa) Social;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45419;Prensa;El Espectador;https://www.elespectador.com/colombia/mas-regiones/asesinaron-a-diomara-cifuentes-lideresa-de-suarez-en-cauca/
1472;Violencia;2024-05-03T00:00:00;De nuevo se reportaron combates entre el Ejército Nacional e integrantes de las disidencias de las Farc, en el Cauca. TORIBIO;.Cauca-Toribío-viernes 3 mayo 2024;Acciones armadas;Combates;No;No;No;Cauca;Toribío;2.958055556;-76.27138889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45415;Prensa;periodicovirtual.com;¡Otra jornada mortal en el Cauca! Dos soldados perdieron la vida en los enfrentamientos con las disidencias de las Farc (periodicovirtual.com)
1473;Violencia;2024-05-05T00:00:00;Es hallado cuerpo sin vida en la troncal del caribe;.La Guajira-Riohacha-domingo 5 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45417;Prensa;Diario del Norte;https://diariodelnorte.net/judiciales/con-varios-impactos-de-balas-fue-encontrado-el-cuerpo-de-jose-luis-morillo-morris/#:~:text=En%20el%20kil%C3%B3metro%20de%2060,impactos%20de%20arma%20de%20fuego.
1474;Violencia;2024-05-06T00:00:00;De varios disparos asesinan a un hombre en Pelechúa, zona rural de Riohacha;.La Guajira-Riohacha-lunes 6 mayo 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45418;Prensa;Diario del Norte;https://diariodelnorte.net/judiciales/de-varios-disparos-asesinan-a-un-hombre-en-pelechua-zona-rural-de-riohacha/
1475;Violencia;2024-05-12T00:00:00;Artefacto explosivo (Dispositivo granada) lanzado hacia la estación de policía en Jamundí ;.Valle Del Cauca-Jamundí-Sunday, May 12, 2024;Ataque a objetivos ilícitos de guerra;Ataque, ocupación o uso infraestructura y/o bienes civiles (incluye bienes culturales y religiosos);No;No;No;Valle Del Cauca;Jamundí;3.260833333;-76.53944444;3;Masculino;0;Funcionario (a) Público(a);Sin información;Población en general;Mayor de 18 años;Herido;Militar;45425;Radio;Caracol;https://www.msn.com/es-co/noticias/nacional/atentado-con-explosivos-en-el-valle-del-cauca-deja-varios-uniformados-lesionados/ar-BB1mgiuP?ocid=BingNewsSearch
